CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB
2024,5,09011110,21,63,SP,1,817800,43,42669,170584
2024,4,10063021,10,476,AL,1,440151,365,365,766
2024,8,07133319,10,351,PR,1,927700,60,60,116
2024,6,07133399,10,434,SP,1,917800,27,27,75
2024,7,07133399,10,434,PA,1,217800,6,6,40
2024,12,09011110,21,399,MG,0,9999999,125,125080,581991
2024,11,19043000,10,741,RS,1,1017700,6,6,20
2024,11,07133399,10,476,SP,1,817800,71,71,194
2024,6,07131090,10,538,RJ,1,717600,10,10,22
2024,9,09011110,21,603,ES,1,717600,650,648000,2613797
2024,6,09011110,21,403,MG,1,717600,560,559200,2094084
2024,5,12019000,21,827,MT,1,227600,21438,21437155,8684626
2024,7,07133319,10,538,RJ,1,717600,10,10,28
2024,7,10062010,10,434,PE,1,417902,25,25,110
2024,2,09011110,21,190,SP,1,817800,336,336603,1224068
2024,4,09011110,21,442,MG,1,817800,458,461275,1863894
2024,7,10059010,10,399,GO,4,817600,12,11,2
2024,12,07133399,10,576,MT,1,717800,249600,249600,312720
2024,7,12019000,21,493,MT,1,217800,46216,46217269,20094589
2024,11,09011110,21,195,MG,1,717800,120,120000,511200
2024,3,09011110,21,244,MG,1,817800,260,259530,988746
2024,12,07133399,10,576,PR,1,917800,162800,162800,163900
2024,2,10081090,10,77,PA,1,217800,25,25,244
2024,1,10059010,10,245,MT,1,317903,9660236,9660236,2273159
2024,10,07133190,10,580,MA,1,317903,10,10,41
2024,6,10059010,10,105,RJ,1,717600,3,3,5
2024,3,10051000,10,289,SP,1,817800,120886,120886,341938
2024,4,07133190,10,245,PA,1,217800,20,20,59
2024,7,11042300,10,586,PR,7,917500,1080,1080,900
2024,9,07133399,10,232,SP,1,817800,10,10,29
2024,8,12019000,21,676,MG,1,710251,28763,28762831,13343653
2024,9,07133319,10,476,PR,1,917800,10,10,38
2024,3,07133290,10,386,SP,1,817800,5,5,17
2024,5,12019000,21,301,MT,1,240152,17000,17000000,7603081
2024,11,09011110,21,23,RO,1,817800,623,622077,2572534
2024,1,07134090,10,741,PA,1,217800,10,10,118
2024,3,10059010,10,607,MT,1,217800,912209,912209,197001
2024,11,09011110,21,244,MG,1,717800,369,368464,1837067
2024,10,07133319,10,628,RS,1,1017700,10,10,52
2024,12,07134090,10,741,PE,1,417902,38,38,234
2024,8,07133329,10,573,SP,1,817800,300,300,871
2024,9,07133399,10,770,AP,7,240151,6000,6000,4429
2024,4,10063011,10,845,SC,7,1017701,19200,19200,14843
2024,1,07133319,10,538,SC,1,927502,20,20,87
2024,1,10061092,10,467,PA,1,217800,250,250,466
2024,7,07082000,10,301,RS,1,1017700,10,10,44
2024,3,10063021,10,580,SP,1,817800,2922,2922,3832
2024,5,10061091,10,434,RJ,1,717600,4,4,12
2024,11,09011110,21,301,ES,1,817800,105,105664,487118
2024,12,12019000,21,43,SP,1,817800,0,2,28
2024,9,07133399,10,249,PR,1,917800,25000,25000,16625
2024,2,07081000,10,232,SP,1,817800,6,6,62
2024,5,10059010,10,474,MT,1,210200,41279120,41279120,7983382
2024,11,07082000,10,580,RS,1,1017700,45,45,186
2024,7,07134090,10,580,SP,1,917800,15,15,88
2024,7,12019000,21,573,MT,1,227600,96195,96193242,54767384
2024,1,09011110,21,23,MG,1,717600,3783,3784800,12402506
2024,7,12019000,21,858,GO,1,817800,17815,17814349,8114083
2024,5,10062010,10,476,SC,1,927502,400,400,600
2024,5,10063021,10,105,RJ,1,717600,15,15,37
2024,2,07131090,10,580,SC,1,927502,8,8,68
2024,7,10063021,10,476,ES,1,727600,1330,1330,2253
2024,12,07136090,10,434,AM,1,227600,40,40,131
2024,2,09011110,21,169,SP,1,817800,72,72000,193879
2024,11,07081000,10,741,RS,1,1017800,10,10,9
2024,5,10063021,10,351,SP,1,817800,75,75,281
2024,12,10059010,10,81,MT,1,917800,224601,224601,47712
2024,10,10059010,10,53,TO,1,217800,190000,190000,37914
2024,12,12011000,10,586,PR,7,917500,16535,16535,32697
2024,11,10063021,10,538,RJ,1,717800,1080,1080,3109
2024,4,12019000,21,245,MT,1,210200,16500,16500000,7435230
2024,7,12081000,10,580,SP,1,817800,5,5,30
2024,12,10063011,10,337,RR,7,260152,1500,1500,1225
2024,10,09011110,21,386,BA,1,517800,257,256800,1203852
2024,4,10063021,10,476,SC,1,927502,20,20,62
2024,4,10063021,10,476,ES,1,710251,365,365,467
2024,1,09011110,21,827,ES,1,817800,264,264000,836880
2024,2,07133329,10,195,SP,1,817800,10,10,31
2024,8,10062020,10,301,RJ,1,710251,25,25,165
2024,5,10062020,10,476,RJ,1,717800,150,150,237
2024,12,09011110,21,386,SP,1,817800,1221,1220385,5861152
2024,10,09011110,21,493,MG,1,817800,628,628600,3205392
2024,6,09011110,21,275,SP,1,817800,349,348400,1366241
2024,5,09011110,21,386,ES,1,817800,119,119950,404636
2024,2,09011110,21,198,MG,1,817800,59,59460,256133
2024,8,09011110,21,493,SP,1,817800,60,60000,283755
2024,4,07133190,10,77,AL,1,420154,5,5,63
2024,3,10063011,10,160,MA,1,317903,5,5,6
2024,3,09011110,21,586,MG,7,917500,31,30720,108304
2024,10,07134090,10,351,SP,1,817800,76,76,418
2024,11,07133329,10,434,AP,1,240152,2,2,10
2024,7,09011110,21,548,GO,1,817800,19,19175,91036
2024,11,10062010,10,467,RJ,1,717600,250,250,1398
2024,6,07133210,10,538,ES,1,727600,5,5,26
2024,6,10063021,10,77,RJ,1,717600,183,183,645
2024,4,09011110,21,59,ES,1,817800,264,264000,863930
2024,9,10059010,10,267,PR,1,917800,10,10,12
2024,5,07133319,10,476,SC,1,927502,17,17,228
2024,1,07134090,10,467,SP,1,917800,11,11,70
2024,6,10081090,10,281,SP,1,817800,5,5,26
2024,6,09011110,21,858,BA,1,817800,260,259980,820245
2024,7,09011110,21,375,SP,1,817800,38,38350,180084
2024,4,10063021,10,399,RJ,1,717800,150,150,279
2024,6,10063011,10,476,RS,1,1017700,1060,1060,1508
2024,8,10063019,10,434,PR,1,917800,50,50,39
2024,11,09011110,21,628,BA,1,717600,43,42804,222579
2024,12,07131090,10,301,SP,1,812051,3,3,18
2024,5,09011110,21,383,PR,1,817800,20,20000,84659
2024,3,07133329,10,249,GO,1,817800,180,180,594
2024,8,10063011,10,77,MA,1,317903,20,20,22
2024,11,07133319,10,741,RS,1,1017700,65,65,266
2024,6,10061092,10,741,AP,1,240152,75,75,167
2024,5,10051000,10,63,MG,7,1017500,19000,19000,37430
2024,10,10062010,10,476,RS,1,927502,20,20,30
2024,12,09011110,21,195,ES,1,717600,100,100000,485237
2024,12,09011110,21,249,BA,1,817800,89,88473,476385
2024,10,10059010,10,160,RS,1,1017700,3,3,4
2024,5,12019000,21,160,PA,1,227600,36,36025,14819
2024,11,10063019,10,137,SP,1,717800,1260,1260,413
2024,4,09011110,21,246,MG,1,817800,260,260020,947788
2024,4,10062020,10,467,RJ,1,717600,300,300,597
2024,12,10063021,10,301,BA,1,517800,4,4,122
2024,9,12019000,21,160,TO,1,517800,2271,2271171,984360
2024,8,10059010,10,850,RO,1,227600,4245092,4245092,812213
2024,4,12019000,21,372,PR,1,817800,75,74909,31324
2024,11,09011110,21,17,ES,1,717600,53,52800,250272
2024,3,09011110,21,764,GO,1,817800,22,21600,90765
2024,5,10063021,10,434,RJ,1,717800,540,540,919
2024,10,10059010,10,858,MG,1,817800,6892702,6892702,1407989
2024,7,07133399,10,467,MA,1,317903,0,0,9
2024,12,10059010,10,240,PA,1,317903,1000000,1000000,222620
2024,9,07133190,10,434,SP,1,817800,53,53,189
2024,12,07133399,10,434,AM,1,227600,40,40,249
2024,10,09011110,21,23,BA,1,517800,650,649825,3326337
2024,9,07131090,10,301,SP,1,817800,10,10,97
2024,12,07133399,10,467,SP,1,817800,25,25,81
2024,7,07133399,10,741,SP,1,917800,5,5,18
2024,6,10063019,10,467,PR,1,917800,200,200,171
2024,8,10059010,10,317,RO,1,210200,8723660,8723660,1712243
2024,3,12019000,21,23,RO,1,227600,53867,53866261,21445297
2024,7,09011110,21,383,ES,1,817800,180,180000,636000
2024,4,07133319,10,434,RJ,1,717800,10,10,28
2024,8,10063021,10,399,SP,1,817800,150,150,458
2024,8,10059010,10,77,RS,1,1017700,10,20,15
2024,9,10059010,10,372,PR,1,917800,118761654,118761654,22762238
2024,9,10063021,10,741,SC,1,917800,220,220,860
2024,8,10059010,10,372,GO,1,817800,7672565,7672565,1588990
2024,11,10063019,10,434,SP,1,927700,750,750,220
2024,10,10059010,10,375,MT,1,210200,15591506,15591506,3055936
2024,2,10059010,10,365,BA,1,317903,1865908,1865908,413609
2024,11,10059010,10,160,GO,1,817800,37471690,37471690,7865320
2024,10,10059010,10,158,SP,4,817700,186,186,186
2024,4,07133399,10,845,SP,1,817800,700,700,927
2024,3,10062010,10,586,SC,7,917500,5950,5950,5782
2024,9,07133190,10,190,ES,1,817800,3,3,11
2024,10,09011110,21,847,MG,1,717800,20,20060,103309
2024,4,07133319,10,361,PR,1,917800,283873,283873,160443
2024,10,10063011,10,845,SC,7,1017701,19200,19200,14468
2024,12,07131090,10,580,PR,1,917800,13,13,45
2024,9,07133290,10,351,SP,1,817800,4,4,11
2024,11,10059010,10,87,SP,1,817800,29,29,60
2024,4,12019000,21,386,AC,1,227600,3419,3419171,1507642
2024,9,07133329,10,476,RJ,1,717800,15,15,57
2024,10,10062010,10,476,RJ,1,717800,50,50,422
2024,9,12019000,21,386,GO,1,917800,2034,2034310,894802
2024,4,07081000,10,580,PR,1,917800,30,30,13
2024,1,10063021,10,476,PR,1,927502,80,80,74
2024,1,10059010,10,372,PI,1,317903,16555094,16555094,3780649
2024,8,10059010,10,399,TO,1,317903,7000000,7000000,1401780
2024,2,07081000,10,741,SP,1,817800,13,13,186
2024,12,07132010,10,351,SC,1,927700,11,11,70
2024,10,10061092,10,586,RS,7,917501,64000,64000,63836
2024,4,10063021,10,741,BA,1,517800,19,19,425
2024,1,11042300,10,249,PR,1,927700,2080,2080,2453
2024,7,07081000,10,386,SP,1,817800,8,8,34
2024,5,09011110,21,245,MG,1,717800,63,63200,225670
2024,6,10063011,10,77,SC,1,927800,250,250,305
2024,9,07134090,10,476,MA,1,317903,26,26,111
2024,11,10059010,10,756,SP,1,927700,30822,30822,5779
2024,3,12019000,21,676,MT,1,210200,18454,18453483,8765404
2024,3,10063021,10,538,SC,1,917800,300,300,207
2024,3,07136090,10,77,AM,1,227600,10,10,67
2024,7,07133590,10,538,SP,1,817800,15,15,18
2024,3,09011110,21,403,MG,1,717800,159,158400,590663
2024,7,07134090,10,434,SP,1,812051,20,20,135
2024,2,12019000,21,160,GO,1,927700,19393,19393348,8501671
2024,7,07134090,10,386,SP,1,817800,10,10,47
2024,12,10059010,10,59,MT,1,317903,5864388,5864388,1194692
2024,8,07133399,10,845,RS,7,1010252,14000,14000,21420
2024,10,10062020,10,476,PR,1,917800,650,650,1188
2024,3,10061092,10,434,MA,1,317903,150,150,282
2024,3,12011000,10,476,PR,1,812051,5,5,30
2024,7,07133590,10,361,BA,1,917800,1302722,1302722,753342
2024,9,12081000,10,741,MA,1,317903,5,5,158
2024,2,07133321,10,386,PR,1,917800,10,10,26
2024,7,09011110,21,744,BA,1,717800,26,26400,114820
2024,10,09011110,21,23,SP,4,817700,0,120,1587
2024,8,09011110,21,538,SP,1,817800,151,151200,713312
2024,9,07133590,10,434,AM,1,227600,49,49,176
2024,12,07133190,10,580,SP,1,817800,44,44,160
2024,11,10059010,10,589,MT,1,217800,1424531,1424531,798058
2024,8,07131090,10,249,MG,1,817800,320,320,1015
2024,7,12019000,21,245,DF,1,817800,5995,5993885,2814725
2024,12,07133590,10,361,PI,1,917800,130063,130063,89829
2024,2,19043000,10,399,PR,1,917800,3125,3125,3625
2024,9,10063021,10,351,AL,1,440151,250,250,255
2024,3,10063019,10,538,SP,1,917800,900,900,220
2024,6,07133329,10,77,MA,1,317903,5,5,15
2024,7,07133329,10,476,BA,1,517800,5,5,22
2024,3,09011110,21,169,GO,1,817800,252,252000,672908
2024,3,07133319,10,301,RJ,1,717800,20,20,76
2024,1,11042300,10,149,MG,1,817800,1552,1552,3275
2024,7,09011110,21,149,SP,1,817800,252,251440,1113588
2024,1,12019000,21,776,MG,1,817800,8085,8084233,3951785
2024,4,07133399,10,580,PA,1,217800,5,5,58
2024,10,07133399,10,827,MG,1,917800,250000,250000,372500
2024,1,12019000,21,538,MT,1,227600,63683,63682665,32648007
2024,4,07133590,10,163,BA,1,517800,5,5,14
2024,7,10051000,10,833,MG,1,817800,8678,8678,58176
2024,7,12019000,21,386,BA,1,517800,32000,32000037,14965777
2024,7,10063021,10,301,ES,1,717600,200,200,298
2024,3,09011110,21,245,PR,1,817800,28,27511,103877
2024,4,07081000,10,741,SP,1,817800,3,3,48
2024,1,07132010,10,434,SC,1,917800,15,15,37
2024,10,07133319,10,325,AP,7,240151,810,810,497
2024,4,09011110,21,87,BA,1,817800,43,43200,168768
2024,12,07133399,10,434,RJ,1,710251,38,38,120
2024,7,10063011,10,87,RS,1,1017700,1020000,1020000,688500
2024,8,10063021,10,359,BA,1,517800,100,100,174
2024,10,07133399,10,776,SP,1,717800,40,40,254
2024,10,10059010,10,240,PA,1,317903,1544400,1544400,295609
2024,5,12019000,21,628,BA,1,317903,7059,7059009,2927653
2024,12,07133399,10,351,SP,1,817800,40,40,125
2024,1,19043000,10,399,PR,1,917800,2000,2000,3138
2024,8,10063021,10,538,CE,1,317900,50,50,89
2024,9,09011110,21,160,RO,1,817800,26,26400,88000
2024,4,12081000,10,580,MA,1,317903,5,5,10
2024,12,07133399,10,149,SP,1,817800,5000,5000,6390
2024,12,10059010,10,245,ES,1,727600,1,1,9
2024,3,10061091,10,580,ES,1,727600,20,20,56
2024,7,09011110,21,154,MG,4,817600,5,4800,29280
2024,8,10059010,10,169,PA,1,240152,10000000,10000000,1885710
2024,11,10061092,10,301,AM,1,227600,150,150,177
2024,7,10063021,10,434,SC,1,917800,50,50,176
2024,12,11042300,10,548,GO,1,917800,110000,110000,68718
2024,5,09011110,21,438,ES,1,817800,368,369600,1237817
2024,7,07131090,10,580,RJ,1,717800,8,8,29
2024,7,11042300,10,249,MG,4,817700,0,0,4
2024,11,12019000,21,160,MT,1,217800,1200,1200902,508030
2024,7,07131090,10,776,SP,1,717800,10,10,74
2024,11,07133399,10,628,SP,1,817800,15300,15300,18995
2024,9,10063019,10,90,SP,1,817800,50,50,14
2024,10,07134090,10,741,PA,1,217800,45,45,312
2024,12,07133319,10,199,PR,1,917800,53500,53500,58821
2024,7,12019000,21,245,BA,1,517800,6922,6921543,3056484
2024,10,10059010,10,372,MT,1,317903,46588975,46588975,9227676
2024,8,07133190,10,476,SC,1,917800,5,5,14
2024,6,07136090,10,467,PA,0,210200,15,15,25
2024,12,10059010,10,301,BA,1,517800,2,2,4
2024,9,10062010,10,351,RJ,1,717800,25,25,184
2024,5,10063021,10,199,RS,1,517800,25500,25500,19029
2024,5,10063019,10,351,SP,1,817800,2500,2500,544
2024,4,07133590,10,434,AM,1,227600,15,15,71
2024,11,09011110,21,158,MG,1,817800,40,40000,186400
2024,7,07133590,10,607,MT,1,917800,135070,135070,83743
2024,4,10062010,10,160,SC,1,927502,150,150,395
2024,11,07133190,10,301,SP,1,817800,5,5,21
2024,10,07133290,10,351,SP,1,817800,20,20,88
2024,2,12019000,21,858,RS,1,927700,0,30,15
2024,1,09011110,21,87,PR,1,817800,157,156942,519124
2024,6,10061092,10,607,PA,1,217800,200,200,369
2024,9,07133399,10,628,SP,1,817800,18144,18144,24276
2024,6,07082000,10,741,SP,1,717600,8,8,68
2024,8,10062010,10,105,RJ,1,717600,15,15,39
2024,12,09011110,21,647,ES,1,717600,26,26400,112011
2024,9,10063011,10,53,RS,1,1017700,281400,281400,213202
2024,6,09011110,21,365,ES,1,927700,307,306800,824372
2024,12,09011110,21,607,MG,4,817600,1,1200,12385
2024,12,07133190,10,467,SP,1,717600,10,10,42
2024,1,07133399,10,40,SP,1,917800,25100,25100,36732
2024,6,12019000,21,386,BA,1,517800,39069,39068489,17425250
2024,4,12019000,21,850,PA,1,240152,10470,10469829,4648709
2024,6,09011110,21,386,GO,1,817800,38,38350,173684
2024,2,12019000,21,160,TO,1,517800,2278,2277510,989601
2024,12,07133190,10,434,PR,1,917800,5,5,18
2024,10,07133190,10,361,MA,1,717800,88550,88550,92535
2024,11,07081000,10,434,PR,1,917800,15,15,97
2024,2,09011110,21,431,ES,1,717600,345,345600,1045536
2024,3,10062010,10,43,ES,1,727600,25,25,37
2024,6,07133590,10,249,MT,1,917800,42000,42000,46334
2024,10,07133399,10,80,SP,1,817800,10,10,25
2024,1,07134090,10,580,CE,1,317900,43,43,342
2024,11,11042300,10,399,SP,1,817800,10,10,13
2024,3,09011110,21,361,ES,1,717800,192,192000,556030
2024,4,07133329,10,386,AL,1,440151,10,10,42
2024,3,07082000,10,741,PR,1,917800,15,15,41
2024,6,10063021,10,77,SC,1,917800,150,150,94
2024,10,07136090,10,77,MA,1,317903,30,30,74
2024,9,07133329,10,77,RJ,1,717800,10,10,36
2024,2,07133190,10,434,PR,1,917800,10,10,19
2024,4,07082000,10,467,CE,1,217800,2,2,11
2024,9,07133190,10,776,MT,1,917800,125000,125000,89655
2024,5,09011110,21,399,PR,1,817800,367,366373,1404605
2024,2,10051000,10,267,MG,4,817600,93,93,93
2024,8,10059010,10,160,TO,1,317903,16173570,16173570,3413755
2024,11,07133329,10,434,PA,1,217800,5,5,16
2024,10,09011110,21,603,MG,1,717600,60,59940,292046
2024,6,07133399,10,361,MT,1,917800,499770,499770,623050
2024,5,12019000,21,776,SP,4,817600,0,120,80
2024,10,09011110,21,23,BA,1,710251,1146,1146000,4538160
2024,1,10059010,10,372,MA,1,317903,35366442,35366442,8095835
2024,7,12011000,10,249,PE,4,817700,58,58,57
2024,5,07131090,10,77,RJ,1,717800,5,5,21
2024,9,09011110,21,676,RO,1,817800,320,320000,1113600
2024,5,10059010,10,858,PR,1,917800,1749333,1749333,365223
2024,9,07133399,10,337,RR,7,260152,300,300,330
2024,8,10051000,10,275,PR,4,817600,0,0,37
2024,3,11042300,10,573,PR,1,817800,200,200,479
2024,11,10063021,10,77,PR,1,917800,5,5,16
2024,9,07131090,10,351,SP,1,817800,5,5,30
2024,8,07133399,10,850,GO,7,260151,129900,129900,119430
2024,2,10063021,10,88,CE,1,420154,50,50,103
2024,8,10063011,10,434,MA,1,317903,150,150,251
2024,7,07133590,10,361,MA,1,917800,7210,7210,5210
2024,10,10063011,10,580,PE,1,440151,150,150,355
2024,5,07134010,10,467,ES,1,727600,5,5,23
2024,5,07133399,10,476,PA,0,210200,10,10,18
2024,10,07082000,10,77,ES,1,727600,5,5,27
2024,4,10051000,10,275,PR,4,817600,7,7,65
2024,5,07133399,10,43,RJ,1,717600,10,10,45
2024,2,10063011,10,434,AL,1,440151,80,80,70
2024,1,07133399,10,351,ES,1,727600,10,10,25
2024,7,10059010,10,245,TO,1,317903,671779,671779,128686
2024,9,07133399,10,586,PR,7,917500,120,120,247
2024,9,10059010,10,301,SP,1,917800,1,1,8
2024,9,10062010,10,741,RJ,1,717800,160,160,971
2024,5,10063021,10,160,SC,1,927502,100,100,124
2024,10,19043000,10,399,PR,1,817800,1000,1000,1244
2024,7,09011110,21,438,ES,1,717800,79,79200,363528
2024,3,07134090,10,607,SC,1,927700,1,1,7
2024,3,07133399,10,476,SP,1,817800,67,67,211
2024,10,12019000,21,160,TO,1,517800,3040,3039975,1281532
2024,10,09011110,21,190,SP,1,817800,215,216120,1088058
2024,7,10051000,10,169,MG,4,817700,25065,25065,147909
2024,6,07133399,10,586,PR,7,917501,10500,10500,8488
2024,6,09011110,21,161,RO,1,817800,68,68400,238128
2024,6,09011110,21,301,GO,1,817800,80,79980,336449
2024,6,07133399,10,105,RJ,1,710251,45,45,115
2024,5,09011110,21,399,ES,1,717600,226,226400,677220
2024,2,07081000,10,476,SC,1,927700,80,80,82
2024,4,07133329,10,538,RJ,1,717600,5,5,14
2024,3,07081000,10,351,SC,1,927700,20,20,10
2024,10,11042300,10,190,GO,1,927800,108000,108000,51408
2024,3,10063021,10,467,RJ,1,817800,85,85,117
2024,1,11042300,10,815,GO,1,917800,360000,360000,222222
2024,9,10063021,10,607,SP,1,817800,420,420,770
2024,7,10063021,10,476,RJ,1,717600,90,90,194
2024,6,07133329,10,476,RS,1,1017800,10,10,26
2024,5,09011110,21,239,BA,1,717600,182,181991,435653
2024,11,10059010,10,403,MT,1,817800,26000,26000,14459
2024,12,07133399,10,23,SP,1,817800,2,2,5
2024,10,07134090,10,434,SP,1,812051,10,10,32
2024,1,09011110,21,474,BA,1,717800,19,19200,63744
2024,8,10059010,10,528,PA,1,240152,11246662,11246662,2036528
2024,4,12019000,21,827,GO,1,817800,11213,11212333,4805045
2024,5,10062020,10,476,PE,1,440151,100,100,164
2024,4,07133190,10,43,SP,1,812051,20,20,66
2024,6,10063021,10,43,RJ,1,717800,25,25,53
2024,2,07133319,10,163,RS,1,1017700,5,5,29
2024,9,07134090,10,580,ES,1,817800,5,5,14
2024,11,07133319,10,361,PR,1,917800,91860,91860,39989
2024,1,09011110,21,573,PR,1,817800,23,23423,81072
2024,4,09011110,21,199,MG,1,717600,106,105600,409728
2024,3,07133319,10,434,RS,1,1017800,10,10,27
2024,6,12019000,21,372,PA,1,317903,971,970422,430068
2024,12,09011110,21,607,ES,1,717600,38,38350,153784
2024,11,07133590,10,240,TO,1,917800,47360,47360,34598
2024,3,12019000,21,776,RS,1,927700,0,20,8
2024,11,10059010,10,576,MT,1,917800,234000,234000,121350
2024,4,07133399,10,741,AL,1,440151,15,15,77
2024,12,07134090,10,301,PR,1,917800,10,10,41
2024,3,10063019,10,301,SP,1,817800,1775,1775,550
2024,11,10063021,10,137,PR,1,917800,5,5,22
2024,6,12081000,10,741,SP,1,817800,5,5,10
2024,5,09011110,21,399,SP,4,817700,1,649,6069
